Emprestimo_pessoal,Emprestimo_consignado,Emprestimo_limite_especial,Emprestimo_educacao,Emprestimo_viagem,InvestimentoCDB,InvestimentoFundos,InvestimentoFundos_cambiais,InvestimentoFundos_commodities,InvestimentoLCI,InvestimentoLCA,InvestimentoPoupanca,InvestimentoFundosMultimercado,InvestimentoTesouroDireto,Idade,Renda,Regiao,Genero,seguroauto,segurovidaEmp,segurovidaPF,SeguroResidencial,AGE_RANGE,INCOME_RANGE,tipo_financiamiento
1,1,0,0,0,1,0,0,0,1,0,0,1,0,1.1287215353572038,1.4729524480874348,0,0.0,0,0,0,0,8,5,3
0,0,0,0,1,0,0,0,1,0,0,0,1,0,-0.0994539688922493,1.4759337955759995,2,0.0,0,0,0,0,0,5,1
0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.6233260027528645,1.4759350658561399,2,1.0,0,0,0,0,2,5,3
0,0,0,0,0,0,1,0,0,1,0,0,0,0,-1.1034702950579744,1.4770656151807333,4,0.0,0,1,0,1,4,5,2
0,0,0,0,0,0,1,0,0,1,0,1,0,1,0.6455979573565743,1.478282543554848,4,0.0,0,0,0,0,2,5,3
0,0,1,0,0,0,0,1,0,0,0,0,0,1,0.2073570255155128,1.4813274050504115,4,0.0,0,0,0,0,0,5,1
0,0,0,0,0,0,1,0,0,0,0,1,0,0,-0.21216868971938968,1.4815408121139302,4,1.0,1,1,1,1,0,5,1
0,0,0,0,0,1,1,1,1,1,1,1,0,0,0.012244541078448593,1.4817580300178694,3,1.0,0,0,0,1,1,5,3
1,1,1,0,0,0,0,0,0,1,0,0,0,1,-0.6748833663531216,1.4851509482717928,4,1.0,1,1,1,1,8,5,0
1,0,0,0,0,0,1,0,1,0,0,1,1,0,-0.5101725233713116,1.4861646318235087,4,1.0,0,0,1,1,5,5,3
0,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.574617228517408,1.4895550095171515,0,0.0,1,1,1,1,1,5,1
0,0,0,0,0,0,0,1,0,1,0,1,0,1,0.3583490219353415,1.4899526072009697,4,1.0,0,0,0,0,5,5,3
0,0,0,0,0,1,0,0,0,0,0,1,0,1,1.0333670833276318,1.4909065875861052,2,1.0,1,1,1,1,2,5,3
0,1,0,0,0,0,0,0,0,1,0,0,0,0,0.8698418196783392,1.4916776476310813,4,1.0,1,1,1,1,4,5,3
0,0,0,0,1,0,0,0,0,0,0,1,0,0,-0.4343801303282684,1.4944328852547273,4,0.0,0,1,0,0,4,5,3
0,0,0,1,0,0,0,0,0,0,1,1,0,0,0.4952834348410412,1.4952395131436236,4,1.0,0,0,0,0,1,5,1
0,0,1,0,0,1,0,0,0,0,0,1,0,0,0.699033711557871,1.4953741628384627,4,1.0,1,1,1,1,0,5,3
0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.3708184345405314,1.496234142493238,0,1.0,0,0,0,1,0,5,1
0,0,0,0,0,0,1,1,0,0,0,1,0,1,-0.7507604436342018,1.4962658994967373,4,0.0,1,0,0,0,5,5,3
0,0,0,0,1,0,1,1,1,1,1,1,1,1,-0.4257423380485022,1.4976225586862497,3,1.0,0,0,0,1,2,5,1
0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.5068366581920525,1.498156076345047,4,0.0,0,1,0,0,4,5,3
1,0,0,0,0,0,0,0,0,0,1,1,1,1,-0.16914909679663404,1.4982754826782076,4,1.0,1,1,1,1,7,5,3
0,0,1,0,0,1,0,0,0,0,0,0,0,1,-0.5385417431136799,1.4983821862099658,4,1.0,0,0,0,0,1,5,1
0,0,0,0,0,1,1,1,1,1,1,1,1,0,0.18220580681854717,1.4988128111774235,3,0.0,1,0,0,0,0,5,3
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.4415089436875971,1.4995076544140007,2,1.0,0,0,0,0,2,5,3
1,1,1,1,1,1,1,0,1,0,0,0,0,1,-0.3776416908435317,1.5006255009371965,3,1.0,0,0,0,0,5,5,3
0,0,0,0,1,0,0,1,0,0,0,1,0,0,-1.163511419826151,1.5015197781557517,4,0.0,1,0,0,0,3,5,1
0,0,0,1,1,1,1,1,1,1,1,0,1,0,-1.2579343452373166,1.5024699477004664,4,0.0,1,0,0,0,2,5,1
0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.1243179549792839,1.5032130615823638,0,0.0,0,0,0,0,3,5,3
1,1,1,1,1,1,1,0,1,1,0,0,0,1,1.2421137300886402,1.5032829269900616,3,1.0,0,0,0,0,2,5,3
0,0,0,0,0,1,0,0,0,0,0,0,0,1,1.065970514971846,1.5034277389260227,2,0.0,0,0,0,0,0,5,3
0,0,0,0,0,0,1,0,0,0,1,0,0,1,-0.4851906731504206,1.5040298517123776,0,0.0,0,0,0,0,2,5,1
0,0,0,0,0,1,1,0,0,0,0,0,0,1,-0.979831307524071,1.5053801595011909,4,1.0,0,0,0,0,4,5,3
0,0,0,0,0,0,0,0,0,0,0,1,0,0,-0.0046923065289356785,1.506057218815809,4,1.0,1,1,1,1,7,5,3
1,0,0,0,0,1,1,1,1,1,1,1,1,0,0.7974367961567721,1.506313815404087,2,1.0,1,1,1,1,1,5,3
1,0,0,0,0,1,1,1,1,1,1,1,0,0,0.5477029781858948,1.5070162803215033,0,0.0,0,1,0,1,2,5,1
0,0,0,0,0,1,1,0,0,0,0,0,1,0,-0.31565282860050625,1.508747672152316,4,1.0,0,0,0,0,6,5,3
0,0,0,0,0,0,0,0,0,1,0,0,0,0,-0.5491272728682949,1.509150350956693,4,1.0,0,1,0,0,3,5,3
1,1,1,0,0,0,0,0,0,1,0,1,1,1,0.3259149587672009,1.5092227569246734,0,0.0,1,1,1,1,5,5,0
0,0,0,0,1,0,1,0,0,0,0,1,0,0,-0.78133145356553,1.5092684870097135,1,0.0,1,0,0,0,7,5,3
0,0,0,0,0,1,1,1,1,1,1,1,0,0,-0.8646607437938596,1.50971689589913,0,0.0,1,1,1,1,2,5,3
0,0,0,0,0,1,0,0,0,0,0,0,0,0,-1.5602570750291216,1.5098147074699086,2,0.0,0,0,1,0,4,5,3
0,0,0,0,0,0,1,1,0,0,0,0,0,1,0.2692612035205016,1.5115118017369418,0,1.0,0,0,0,0,2,5,3
0,0,0,0,0,0,1,0,0,0,1,0,0,1,0.9110830436023188,1.512378132792416,0,0.0,1,1,1,1,5,5,3
0,0,0,0,0,1,0,1,0,0,0,1,0,0,-0.3042204564655222,1.5126042426573347,4,1.0,0,0,0,0,8,5,3
1,0,0,0,0,1,0,0,0,0,0,1,0,0,-0.6339808793812891,1.5128024063591747,0,0.0,0,0,0,0,4,5,3
0,0,0,0,0,1,0,1,1,0,0,0,0,0,0.21506329117687262,1.5138669011164891,4,1.0,1,1,1,1,2,5,3
0,0,0,0,0,0,1,0,0,1,0,1,1,0,0.344122069945139,1.5142606879598866,4,1.0,0,1,0,0,5,5,3
0,0,0,0,1,0,1,0,0,0,1,0,0,0,-0.08446485875971388,1.5166399226620964,4,1.0,0,0,0,0,5,5,3
0,0,0,0,1,0,0,1,1,1,1,1,1,1,-1.1993328525157678,1.5169778171793342,4,0.0,1,1,1,1,6,5,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0688497790651017,1.5176663090152103,4,0.0,0,0,0,0,1,5,3
1,0,0,0,1,0,0,1,1,1,1,1,1,1,1.6748501864573022,1.5181134476244889,2,0.0,1,1,1,1,0,5,1
0,0,0,0,1,1,0,0,0,0,0,1,0,0,-0.3644309497097723,1.5181896644328878,1,1.0,1,1,1,1,4,5,3
0,0,0,1,0,1,0,0,0,0,0,0,1,0,0.8013322711064704,1.5183675036524862,4,1.0,0,0,0,0,0,5,3
1,1,1,1,1,1,1,0,0,1,0,1,0,0,0.5890288863479117,1.5211151195952932,1,1.0,0,0,0,1,3,5,3
0,0,0,0,0,1,1,1,1,1,1,1,0,0,-0.9663665136762007,1.5247290665935742,0,1.0,1,0,0,1,2,5,3
0,0,0,1,1,0,0,0,0,0,0,0,0,0,1.6002433727467755,1.5251177723164129,3,1.0,0,0,0,0,0,5,3
0,0,0,1,1,1,1,1,1,1,0,1,0,0,-1.0257301645400816,1.5253896122663715,4,1.0,0,0,1,0,2,5,3
0,0,0,0,0,0,0,0,0,1,0,0,0,0,-0.12468987182725107,1.5255102888796723,4,0.0,0,0,0,0,6,5,1
0,0,0,0,0,0,0,1,0,0,1,1,0,1,0.547448925471784,1.5259955358931494,2,1.0,0,1,0,0,1,5,1
0,1,0,0,0,0,0,0,0,0,0,1,0,0,-0.016548099854103947,1.5272162751076825,4,1.0,0,0,0,1,5,5,2
0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.323797852816278,1.5282452020210768,4,1.0,0,1,0,0,3,5,3
0,0,0,0,1,0,0,0,0,0,0,0,1,1,1.3812499331833001,1.528672016148116,3,0.0,0,0,0,0,0,5,3
1,1,1,0,0,0,0,1,0,0,0,1,0,0,1.0486102461742774,1.529091208594314,4,1.0,0,0,1,1,0,5,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5192490742054897,1.5299575396497882,0,1.0,0,0,0,0,2,5,1
0,0,0,0,0,0,1,1,0,0,0,0,0,0,-1.092122607161027,1.5307451133365853,2,1.0,0,0,0,1,7,5,3
0,0,0,0,0,1,0,0,0,0,0,0,1,0,0.05983708285519752,1.5307616269784061,4,1.0,0,1,0,0,5,5,3
0,0,1,1,1,0,1,0,0,0,0,0,0,1,-1.226939914115804,1.5314463079738614,4,1.0,1,1,1,1,3,5,3
1,1,1,1,1,1,1,1,0,0,0,0,0,0,0.20854260484802933,1.5315834982289809,2,0.0,1,1,1,1,1,5,3
0,0,0,0,0,1,0,1,0,0,0,1,1,0,0.30516732044815564,1.532365990795217,2,1.0,1,1,1,1,6,5,3
0,1,0,0,1,1,0,0,1,1,0,1,0,0,0.1768706998222216,1.5324879376886558,0,0.0,0,0,0,0,0,5,3
0,0,0,0,0,1,0,1,0,0,1,1,1,0,-0.5221130009345175,1.5330887801948727,4,1.0,1,1,1,1,7,5,3
0,0,0,1,1,1,1,1,1,1,1,0,1,0,-0.6186530322966065,1.5334736750772906,2,1.0,0,0,0,0,2,5,2
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.6784554417148992,1.5335130537616315,3,0.0,1,1,0,0,1,5,1
0,0,0,0,0,1,0,1,0,0,0,0,0,0,2.1594980807425963,1.5341189773884094,4,0.0,0,0,0,1,2,5,3
0,0,0,0,1,1,1,1,1,1,1,1,0,1,-0.5494660098204427,1.5367408355973544,4,0.0,0,0,0,0,3,5,3
1,0,0,0,1,1,0,0,0,1,0,0,0,1,-0.897179491200037,1.5369250262176541,2,1.0,0,0,0,0,0,5,3
0,0,0,0,0,1,0,1,0,0,0,0,0,1,-1.40714797265837,1.5382092794391882,4,1.0,0,0,0,0,6,5,2
0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.05340108076439154,1.5399965635961583,0,1.0,0,0,0,0,0,5,3
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.5436381347601225,1.540390350439558,3,1.0,0,0,0,0,2,5,3
0,0,0,0,0,1,0,1,0,0,0,0,0,1,0.3292176440506409,1.5415323322854118,3,1.0,0,0,0,0,0,5,1
0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.44506568168514726,1.541749550189351,4,1.0,0,0,0,1,3,5,3
1,1,1,0,0,0,0,0,1,1,1,1,0,0,-1.463632359428996,1.5437451602892809,4,1.0,0,0,1,1,3,5,0
1,0,0,1,0,0,0,0,0,1,0,0,0,0,1.184697816699608,1.5458436630805505,4,1.0,1,1,1,1,0,5,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.44234044870373895,1.546828130189045,4,1.0,0,0,0,0,4,5,3
1,0,0,1,0,0,0,1,0,0,1,0,0,1,-0.1805814689316187,1.5492454732954533,2,0.0,0,0,0,0,2,5,1
0,0,0,0,0,1,0,1,0,0,0,1,1,0,-0.3967803286398756,1.5493178792634315,4,0.0,0,0,0,0,3,5,3
0,0,0,0,0,1,1,1,1,1,1,1,1,0,1.6487674411419309,1.5533726134702925,2,1.0,0,0,0,0,8,5,1
0,0,1,0,0,0,0,0,0,0,1,0,0,0,-0.1352754015818661,1.5539620234552494,1,0.0,0,1,0,0,6,5,3
0,0,0,0,0,1,1,0,0,0,0,0,0,0,-0.6336421424291413,1.5558090107787999,1,1.0,0,0,0,0,0,5,3
0,0,0,0,0,1,1,0,1,0,0,0,0,0,-1.3791174898681495,1.5567350450008544,2,1.0,1,0,1,1,4,5,3
0,0,0,0,0,0,1,0,0,0,0,1,1,0,-0.670056364785017,1.5575302403684907,2,1.0,1,0,0,0,3,5,2
0,0,0,0,0,0,0,1,0,0,0,0,0,1,-0.22300827218811548,1.5582733542503882,4,0.0,0,0,0,0,3,5,0
0,0,0,0,0,0,0,1,1,1,1,1,1,1,1.5429968278338173,1.5590685496180245,4,1.0,0,0,0,0,8,5,3
1,0,0,0,0,1,1,0,1,0,0,0,1,0,0.7741486306966192,1.560442992729498,2,0.0,0,0,0,0,0,5,2
0,0,0,0,1,0,0,0,0,0,0,0,0,1,-1.4650719914756234,1.5604861822542575,3,1.0,1,1,1,1,7,5,2
0,0,0,0,0,1,0,0,0,0,0,0,0,0,-1.360741010214138,1.5611378359660728,3,1.0,0,0,0,0,0,5,1
1,0,0,0,0,1,1,0,1,0,1,1,0,0,0.7567883618990507,1.5617894896778908,4,1.0,0,0,0,0,0,5,1
0,0,0,0,1,0,0,0,0,0,0,0,1,0,-0.14171140367267207,1.563087715980963,1,0.0,0,0,0,0,0,5,3
1,1,1,1,1,1,1,1,0,0,0,0,0,0,-0.8788030115460251,1.5635793143951413,0,1.0,0,1,0,0,7,5,3
0,0,0,0,0,0,0,0,0,1,0,1,0,0,-1.461261200763962,1.5662608757706689,2,1.0,0,0,0,0,4,5,2
0,0,0,0,0,1,0,1,1,1,1,1,1,1,-0.9253793424663312,1.5687430031642162,4,1.0,1,1,0,1,5,5,3
0,0,0,0,0,0,0,1,1,1,1,1,1,1,-1.0133662657866915,1.571292455405183,4,0.0,0,0,0,1,3,5,1
0,0,0,0,1,1,1,1,0,0,1,0,0,0,-0.8283312056760207,1.571415672578762,4,0.0,0,0,0,0,5,5,3
1,0,0,0,1,0,0,0,0,0,0,0,0,1,0.5822541473049583,1.5728447377362549,0,0.0,0,0,0,0,8,5,3
0,0,1,0,0,0,0,1,1,1,1,1,1,1,-1.671024058381413,1.573102604604673,4,0.0,0,0,0,0,6,5,3
0,0,0,1,1,1,1,1,1,1,1,0,0,1,-1.0598579124689607,1.573276632983853,1,0.0,0,1,0,0,3,5,3
0,0,1,0,0,0,0,0,0,1,1,1,0,0,-0.9582368268246564,1.5747806446696044,2,1.0,0,0,0,0,2,5,3
0,0,0,0,1,1,0,1,1,0,0,1,0,0,1.5695029943393735,1.5776286127434707,3,1.0,1,1,1,1,3,5,3
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5231445491551879,1.5781011569555496,3,0.0,0,1,1,0,1,5,3
1,1,1,0,0,0,0,0,0,0,0,0,0,0,0.03748044401345095,1.5792253548794444,4,1.0,1,1,1,1,2,5,0
0,0,0,0,0,0,0,0,0,1,0,0,1,0,1.4827016503515298,1.5816172923830523,4,0.0,0,0,0,0,3,5,3
0,0,0,0,0,0,0,1,0,0,0,1,0,0,-1.3893642826706167,1.5818776998117507,3,1.0,1,1,1,1,1,5,1
0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.119442436151133,1.5823565954245267,4,1.0,1,1,1,1,3,5,3
0,0,1,0,0,0,0,0,0,1,1,1,1,0,0.31067179592055527,1.5837170654544621,2,0.0,0,0,0,0,4,5,3
0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.20073631758440563,1.583922850837139,0,1.0,1,0,0,0,5,5,3
0,0,0,0,1,1,0,1,0,0,1,0,0,0,1.1227089544565825,1.5847548843288357,4,1.0,0,0,0,1,2,5,1
0,0,0,0,1,0,0,1,0,0,0,0,0,1,-0.014007572712996848,1.5885225352240573,4,1.0,1,0,0,0,3,5,3
0,1,0,0,0,1,0,1,1,1,1,1,1,1,0.3235438001021672,1.5892351623825935,4,1.0,0,0,0,0,3,5,3
0,0,0,0,0,0,1,0,0,0,1,0,1,0,-0.6324565630966245,1.5913260434930239,4,1.0,1,1,1,1,0,5,3
0,0,0,0,0,0,0,1,1,1,1,1,1,1,-0.3275086219256751,1.5923829165694967,2,0.0,0,0,0,0,7,5,3
0,0,0,0,0,0,0,0,1,1,0,0,0,0,-0.3924614324999925,1.593540141777031,2,1.0,0,0,0,1,2,5,1
0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.40279290954049674,1.5939174149786097,4,1.0,0,0,0,0,4,5,3
0,0,0,0,0,0,0,0,0,1,0,0,0,0,-0.4559746110276826,1.5954023724622621,2,1.0,1,1,1,1,0,5,3
0,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.8174069389692582,1.5955979956038218,0,1.0,0,0,0,0,0,5,3
0,0,1,0,0,0,0,0,0,0,0,0,0,1,2.7661759620390924,1.596929249190536,3,0.0,0,0,0,1,2,5,1
0,0,0,0,1,0,0,0,0,0,0,1,0,0,-0.25188559735870536,1.5981893670894076,4,0.0,0,0,0,0,3,5,3
0,1,0,0,0,0,0,0,1,0,0,0,1,0,-1.0891586588297348,1.5986428570993876,0,1.0,0,0,1,0,4,5,1
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.9440252121986811,1.6017436109211107,4,0.0,1,1,1,1,0,5,1
0,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.023830944325279557,1.60199512638883,4,0.0,0,0,0,0,4,5,3
1,1,1,0,0,0,0,0,0,0,1,0,1,0,0.5010419630275516,1.6029503770541056,4,0.0,0,0,1,1,5,5,0
0,1,0,0,0,0,0,0,0,1,0,1,0,0,0.526447234438628,1.6040923588999592,4,1.0,0,0,0,1,0,5,3
0,0,0,0,0,1,0,0,1,0,0,1,1,0,1.8699626708943657,1.6117635806653818,4,1.0,0,1,0,0,8,5,3
0,0,0,0,0,1,0,1,0,1,0,0,1,1,-0.6467681993248641,1.6147525498347857,3,0.0,0,0,1,0,3,5,1
0,0,0,0,0,1,1,0,0,0,0,0,0,0,-0.030436314892158978,1.6155223395996217,3,1.0,0,0,0,0,0,5,3
0,0,0,1,1,1,1,1,1,1,0,0,0,0,0.5632848779846878,1.6162781562829194,4,0.0,0,0,0,0,6,5,3
1,1,1,1,1,1,1,0,1,1,0,0,1,0,0.9805241187925934,1.6166871864879975,4,1.0,1,1,1,1,1,5,3
1,1,1,1,1,1,1,0,0,0,1,0,1,0,0.9452954757692349,1.6172486503098735,3,0.0,0,0,0,0,5,5,1
0,0,0,0,0,1,0,0,0,0,1,0,0,1,1.8152566531225158,1.6173223265579943,4,1.0,0,0,0,0,2,5,3
0,0,0,0,0,1,0,0,0,0,0,0,0,0,-0.45783766426449535,1.6179625477485498,4,0.0,0,0,0,0,8,5,3
0,0,0,0,0,0,0,0,0,0,1,0,1,1,1.5744993643835516,1.6180362239966706,2,1.0,0,0,0,1,3,5,3
0,1,0,1,1,1,1,1,1,1,0,0,0,0,1.097896472711765,1.6184160377585275,2,0.0,0,0,0,0,2,5,3
0,0,0,1,1,1,1,1,1,1,0,0,0,0,0.16264374783201907,1.621138248098534,4,0.0,0,0,0,0,4,5,3
0,0,0,0,1,0,0,0,0,0,0,1,0,1,-0.6856382645838104,1.6219423354271496,4,1.0,0,0,0,1,1,5,3
0,0,0,0,1,0,1,0,1,1,1,0,0,0,-0.9501071399731121,1.6226663951069458,4,0.0,0,1,0,0,3,5,3
0,0,0,1,0,0,0,0,0,0,0,1,0,0,-1.0967802402530578,1.6237791605095804,4,1.0,0,0,0,0,3,5,3
0,0,0,0,1,0,0,0,1,0,0,1,0,0,-0.11876197516466663,1.6254991198191333,1,0.0,0,0,0,0,1,5,3
0,0,0,0,0,0,1,0,0,0,0,0,0,1,-0.7944575104612528,1.6261304490487094,4,0.0,0,0,0,1,4,5,3
0,0,0,0,0,1,1,1,1,1,1,1,0,1,-0.20903537291202373,1.6272508361321834,1,1.0,0,1,0,0,7,5,3
0,0,0,0,1,0,0,0,0,0,1,0,0,1,-0.10572060250698123,1.6274045400291237,2,1.0,0,0,0,0,1,5,3
0,0,0,0,0,1,0,0,0,0,0,0,1,0,-0.302865508656931,1.6281044643862597,4,0.0,0,0,0,0,4,5,3
0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.3810443977292362,1.629127039898955,4,0.0,0,0,0,0,2,5,3
0,0,0,1,1,1,1,1,1,1,1,1,1,0,-1.1507240998825758,1.6315393018848021,4,0.0,0,0,0,1,0,5,3
1,1,1,0,0,0,0,0,0,0,1,0,0,0,2.069224682995239,1.6318733855616216,0,1.0,1,1,1,1,2,5,0
0,0,0,0,0,0,0,0,0,0,0,1,0,1,1.614639693213052,1.6334383706940936,2,1.0,0,0,0,0,5,5,3
0,0,0,0,0,1,0,0,0,0,0,1,0,1,0.5396579755723875,1.6338461306190315,0,1.0,0,1,0,0,1,5,1
0,0,0,0,0,1,0,1,1,1,0,0,0,0,-0.4280288124754991,1.6357032801837017,2,1.0,0,0,0,0,4,5,3
0,0,0,0,0,1,0,0,0,0,1,1,0,0,-0.8251978888686547,1.637857675301131,4,1.0,0,0,0,1,4,5,1
0,0,0,0,0,1,1,0,1,0,0,1,0,0,0.23471003440143803,1.6381892184176696,2,1.0,0,0,0,1,8,5,3
1,0,0,0,0,0,1,1,0,1,0,0,0,0,-0.36798768770732304,1.639656391979361,4,1.0,1,0,0,0,7,5,3
0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.3849760396569244,1.6401708554360592,1,1.0,1,1,1,1,4,5,3
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5468561358055257,1.6407704276621358,4,1.0,0,0,0,0,2,5,3
0,0,0,0,0,0,0,1,1,1,1,1,1,1,1.0180392362429496,1.6416151639552328,3,1.0,0,0,0,1,1,5,3
0,0,0,0,0,0,0,1,1,1,1,1,1,1,-1.6223306215101843,1.6418069762563716,2,0.0,1,1,1,1,7,5,3
1,0,0,0,0,1,0,1,1,0,1,0,0,0,-0.9162334447583439,1.6420064102383496,4,0.0,0,0,1,1,1,5,3
0,0,0,0,1,0,0,0,0,0,0,0,0,0,-1.5571237582217556,1.6422490337450892,0,1.0,1,0,0,0,1,5,1
0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.1473882347033166,1.6427749297230452,0,0.0,0,0,0,1,8,5,3
0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.5689433845689343,1.6442078057209588,4,0.0,1,0,0,0,2,5,3
0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.8333429130844262,1.644383104380279,2,0.0,0,0,0,0,4,5,2
0,0,0,0,0,1,0,0,0,0,0,1,0,0,1.8819878326956088,1.6454704641801134,4,1.0,0,0,0,0,1,5,3
0,0,0,0,0,1,0,1,0,0,0,1,0,0,-0.35062741890975396,1.646940178302085,4,0.0,0,0,0,1,3,5,3
0,0,0,0,0,0,0,0,0,0,0,1,0,0,-0.8188465710158858,1.6471878829293833,2,0.0,1,1,1,1,0,5,3
0,0,0,0,0,0,0,0,0,0,1,1,0,0,-0.5414210072069354,1.6477684009533609,3,1.0,0,0,0,0,1,5,3
0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.21997497698301396,1.6488900583169752,0,1.0,0,0,0,0,1,5,3
1,0,0,0,0,1,0,0,1,0,0,0,0,0,-1.0784884448370828,1.6490666272564356,3,0.0,0,0,0,0,0,5,2
0,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.530073319309988,1.6492940074014946,0,1.0,0,0,0,0,4,5,2
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.468777268335485,1.6525001944748379,3,1.0,0,0,0,0,0,5,1
0,0,0,0,1,1,1,1,1,1,1,1,0,0,-1.5395094367100761,1.653037522974056,4,1.0,0,0,0,0,3,5,3
1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.4520944734422121,1.6530565771761552,4,1.0,1,1,1,1,4,5,0
0,1,0,0,0,1,0,0,0,1,0,1,0,0,-1.5518733354634666,1.65396101663583,4,1.0,0,0,0,0,7,5,3
1,0,0,0,0,0,0,0,0,0,1,1,0,0,-0.11063228831312259,1.654037233444229,2,0.0,0,0,0,0,0,5,3
0,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.0551641123989398,1.655232567055964,4,1.0,0,0,0,1,8,5,3
1,0,0,0,1,1,0,0,0,0,0,0,0,0,-0.04440921416825073,1.6557305168708412,4,1.0,1,1,1,1,0,5,3
1,0,0,0,0,1,1,1,0,1,0,0,0,0,-1.554583231080648,1.6576232342794315,0,0.0,0,0,0,0,4,5,3
0,0,0,0,1,1,0,0,0,0,0,0,0,0,-0.803857460883351,1.658279969111808,4,1.0,0,0,0,0,3,5,3
1,0,0,0,1,0,1,0,0,0,0,0,1,0,-0.5887594962695736,1.6611774781111346,4,1.0,1,1,1,1,0,5,3
0,0,0,0,1,0,1,0,0,0,0,1,0,0,0.564470457317205,1.6615890488764933,0,1.0,1,1,1,1,4,5,3
1,1,1,1,1,1,1,0,1,0,0,1,0,1,-1.060620070611293,1.6622737298719483,4,1.0,0,0,0,0,2,5,3
0,0,0,1,0,1,1,1,0,1,0,0,0,0,-0.6582005714598481,1.6629063293816648,4,0.0,0,0,0,0,0,5,3
0,0,0,0,0,0,0,0,0,0,0,1,0,1,2.322091817773483,1.6660960028131893,4,0.0,1,1,1,1,0,5,3
1,0,0,0,0,1,0,0,0,1,1,0,1,0,-1.5622048125039707,1.6662166794264903,3,1.0,1,1,1,1,1,5,3
0,0,0,0,1,1,0,0,0,1,1,1,0,0,-1.2856260910753896,1.6675453924529215,4,1.0,0,0,0,0,7,5,3
0,0,0,0,0,1,0,0,0,0,0,1,0,0,-0.9576440371583979,1.6678870978105802,4,1.0,0,0,0,0,7,5,3
0,1,0,0,0,1,0,0,0,0,0,0,0,1,0.12478989342951553,1.668376155664478,4,1.0,1,0,0,0,5,5,3
0,0,0,0,0,1,0,0,1,0,0,1,0,0,-0.5627614351922392,1.6685196973202965,4,0.0,0,0,0,0,0,5,3
0,0,0,0,0,0,0,1,0,1,1,0,0,0,-1.0999135570604237,1.6690989450641338,4,1.0,0,0,0,0,2,5,3
0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.024390554095718,1.671755100836861,3,1.0,0,1,0,0,0,5,1
0,0,0,0,1,1,0,0,1,0,0,0,0,0,-0.05745058682593673,1.6723737272650392,1,1.0,0,1,0,0,3,5,2
1,1,1,1,1,1,1,0,0,0,0,0,0,0,1.4841412823981577,1.6729491641684557,3,0.0,1,1,1,1,0,5,3
0,0,0,1,1,1,1,1,1,1,0,0,0,0,0.46674484662259885,1.6747313672048671,4,1.0,0,0,0,0,3,5,1
0,0,0,0,0,0,0,1,1,0,0,1,0,1,-1.3438041626067536,1.6763967044683985,4,0.0,0,0,0,0,2,5,3
0,0,0,0,0,0,0,0,0,0,1,1,1,0,-0.6880094232488441,1.6773735498960538,3,1.0,0,1,0,0,1,5,3
0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.7226452766059446,1.6776009300411128,0,0.0,0,0,0,0,3,5,1
0,0,1,0,0,0,0,1,1,1,0,0,0,0,1.6392828064817955,1.6787048034827659,3,1.0,0,0,0,0,5,5,3
0,0,0,0,0,0,0,0,0,1,0,1,0,0,-1.1417475706506623,1.6831393514514836,4,0.0,0,0,0,0,4,5,3
0,0,0,0,0,0,1,0,0,1,1,0,0,0,-1.5794803970635025,1.6855096941927117,3,1.0,0,1,0,0,3,5,3
0,0,0,0,1,0,0,0,1,0,0,0,0,0,1.7752010085310521,1.6867024872441663,4,1.0,0,0,0,0,6,5,3
